lagoslakeid,lake_rsvr_class
198585,RSVR
198591,RSVR
198599,NL
198601,NL
198604,RSVR
198606,RSVR
198607,NL
198608,NL
198609,NL
198617,RSVR
198622,NL
198623,NL
198629,RSVR
198634,RSVR
198642,RSVR
198646,NL
198659,NL
198660,NL
198661,RSVR
198665,NL
198669,NL
198682,RSVR
198683,NL
198684,NL
198690,NL
198694,RSVR
198697,NL
198701,NL
198703,NL
198704,RSVR
198707,NL
198710,RSVR
198716,RSVR
198717,NL
198724,RSVR
198726,NL
198731,NL
198733,RSVR
198736,NL
198740,RSVR
198741,NL
198746,RSVR
198747,NL
198748,NL
198752,RSVR
198753,NL
198754,NL
198763,NL
198771,NL
198775,NL
198777,NL
198783,RSVR
198796,RSVR
198799,NL
198800,RSVR
198803,NL
198805,NL
198806,NL
198810,NL
198813,NL
198815,NL
198816,NL
198817,RSVR
198823,RSVR
198825,NL
198826,RSVR
198829,NL
198835,NL
198837,NL
198844,RSVR
198847,NL
198853,RSVR
198857,NL
198858,NL
198863,NL
198864,RSVR
198865,NL
198866,RSVR
198869,NL
198871,NL
198872,NL
198880,RSVR
198881,RSVR
198883,RSVR
198884,NL
198885,NL
198888,NL
198896,NL
198901,NL
198904,NL
198907,NL
198911,RSVR
198912,RSVR
198915,RSVR
198916,NL
198924,NL
198926,NL
198927,NL
198930,RSVR
198932,RSVR
198933,RSVR
198934,RSVR
198935,RSVR
198936,RSVR
198937,RSVR
198939,RSVR
198941,RSVR
198944,NL
198945,NL
198946,RSVR
198949,NL
198950,NL
198954,RSVR
198955,RSVR
198956,RSVR
198957,NL
198961,NL
198962,RSVR
198965,NL
198966,RSVR
198967,RSVR
198970,RSVR
198971,NL
198973,RSVR
198978,RSVR
198979,NL
198984,NL
198986,NL
198989,NL
198992,NL
198993,NL
198996,NL
198997,NL
198998,NL
199000,RSVR
199004,NL
199005,NL
199007,NL
199008,RSVR
199009,RSVR
199011,RSVR
199012,NL
199013,RSVR
199016,NL
199017,RSVR
199021,NL
199023,RSVR
199025,NL
199026,RSVR
199030,NL
199033,RSVR
199041,NL
199042,NL
199049,RSVR
199054,NL
199056,RSVR
199057,NL
199061,RSVR
199065,RSVR
199069,RSVR
199070,RSVR
199072,RSVR
199073,RSVR
199075,RSVR
199080,RSVR
199086,NL
199088,NL
199098,NL
199099,RSVR
199100,NL
199102,RSVR
199104,NL
199113,RSVR
199115,RSVR
199123,NL
199124,RSVR
199132,NL
199133,RSVR
199147,NL
199148,RSVR
199149,NL
199153,NL
199155,RSVR
199158,RSVR
199161,NL
199165,NL
199184,NL
199185,NL
199186,NL
199188,RSVR
199192,RSVR
199195,RSVR
199200,RSVR
199202,NL
199208,NL
199209,NL
199210,NL
199212,NL
199214,NL
199224,RSVR
199227,RSVR
199228,RSVR
199229,NL
199232,NL
199234,RSVR
199235,RSVR
199238,NL
199245,NL
199251,RSVR
199254,NL
199256,NL
199259,RSVR
199276,RSVR
199279,NL
199282,NL
199285,RSVR
199300,NL
199307,NL
199308,RSVR
199309,RSVR
199312,NL
199315,RSVR
199320,RSVR
199321,RSVR
199330,NL
199332,NL
199343,NL
199345,NL
199354,NL
199358,RSVR
199364,RSVR
199365,RSVR
199366,NL
199367,NL
199368,NL
199369,NL
199370,RSVR
199371,NL
199372,NL
199373,NL
199375,RSVR
199379,RSVR
199410,RSVR
199411,RSVR
199412,NL
199415,NL
199417,NL
199418,NL
199421,NL
199424,RSVR
199425,RSVR
199432,NL
199439,NL
199461,NL
199466,RSVR
199468,NL
199475,NL
199480,RSVR
199485,NL
199487,NL
199500,NL
199503,RSVR
199505,NL
199506,NL
199508,NL
199510,NL
199513,RSVR
199526,RSVR
199527,RSVR
199530,RSVR
199531,RSVR
199540,NL
199541,RSVR
199542,RSVR
199543,RSVR
199546,RSVR
199550,RSVR
199560,RSVR
199561,NL
199562,NL
199563,NL
199567,RSVR
199572,NL
199575,NL
199577,RSVR
199590,NL
199596,NL
199601,NL
199604,RSVR
199611,NL
199612,NL
199614,NL
199615,NL
199616,RSVR
199618,NL
199628,NL
199633,RSVR
199636,NL
199639,RSVR
199641,RSVR
199643,NL
199647,RSVR
199649,RSVR
199652,NL
199668,NL
199670,NL
199671,RSVR
199674,RSVR
199678,NL
199680,RSVR
199684,NL
199685,RSVR
199686,RSVR
199689,NL
199694,NL
199699,NL
199704,NL
199709,RSVR
199710,RSVR
199715,NL
199719,NL
199721,NL
199722,NL
199725,NL
199726,NL
199727,NL
199732,NL
199733,NL
199749,NL
199750,NL
199754,NL
199755,RSVR
199756,NL
199761,RSVR
199766,NL
199767,NL
199769,NL
199770,NL
199771,NL
199781,NL
199782,NL
199784,NL
199787,NL
199788,NL
199789,NL
199802,NL
199811,RSVR
199812,RSVR
199828,NL
199836,RSVR
199838,NL
199839,RSVR
199860,NL
199871,NL
199872,RSVR
199876,NL
199877,NL
199879,NL
199880,NL
199882,RSVR
199884,NL
199885,NL
199892,NL
199894,NL
199898,NL
199921,NL
199923,NL
199924,RSVR
199930,NL
199932,NL
199933,NL
199943,NL
199947,RSVR
199953,NL
199959,NL
199962,NL
199963,RSVR
199971,NL
199986,NL
199992,NL
199993,NL
200000,NL
200001,NL
200003,RSVR
200017,NL
200018,RSVR
200022,NL
200028,NL
200029,NL
200032,NL
200033,NL
200038,NL
200043,NL
200045,NL
200052,NL
200053,RSVR
200054,RSVR
200055,NL
200056,NL
200063,RSVR
200064,NL
200066,RSVR
200071,NL
200077,NL
200079,RSVR
200096,NL
200101,NL
200108,NL
200110,NL
200115,NL
200118,RSVR
200120,NL
200121,RSVR
200127,RSVR
200128,NL
200129,NL
200131,RSVR
200133,NL
200148,RSVR
200149,NL
200150,NL
200151,NL
200155,NL
200158,NL
200159,RSVR
200163,NL
200165,NL
200167,NL
200170,NL
200171,RSVR
200172,NL
200174,RSVR
200179,RSVR
200181,NL
200189,RSVR
200193,RSVR
200196,RSVR
200197,RSVR
200204,RSVR
200208,RSVR
200210,NL
200214,NL
200215,NL
200218,RSVR
200220,RSVR
200222,NL
200224,RSVR
200225,NL
200227,RSVR
200232,RSVR
200233,RSVR
200234,RSVR
200235,NL
200239,NL
200241,NL
200245,NL
200246,NL
200248,NL
200252,RSVR
200253,RSVR
200254,NL
200255,RSVR
200257,NL
200263,RSVR
200264,RSVR
200265,RSVR
200267,RSVR
200274,RSVR
200276,NL
200278,RSVR
200280,NL
200283,NL
200292,NL
200293,RSVR
200294,RSVR
200296,RSVR
200301,RSVR
200303,NL
200308,NL
200309,RSVR
200311,RSVR
200312,NL
200314,RSVR
200315,RSVR
200316,NL
200318,NL
200328,NL
200329,NL
200332,NL
200333,RSVR
200334,RSVR
200337,RSVR
200339,NL
200341,NL
200344,RSVR
200345,NL
200346,RSVR
200347,RSVR
200349,NL
200350,NL
200351,NL
200357,NL
200362,NL
200371,RSVR
200374,NL
200378,RSVR
200384,NL
200385,NL
200386,NL
200387,NL
200390,RSVR
200392,NL
200393,NL
200395,NL
200404,NL
200405,NL
200406,NL
200407,NL
200409,RSVR
200415,NL
200418,NL
200420,RSVR
200429,NL
200430,NL
200433,NL
200437,RSVR
200439,NL
200440,RSVR
200443,NL
200447,NL
200458,NL
200460,NL
200461,RSVR
200462,RSVR
200463,NL
200468,NL
200470,RSVR
200475,NL
200477,RSVR
200483,RSVR
200490,RSVR
200491,NL
200494,NL
200496,RSVR
200497,NL
200500,RSVR
200508,NL
200509,RSVR
200511,NL
200514,NL
200515,RSVR
200517,NL
200522,RSVR
200523,NL
200532,NL
200538,RSVR
200539,RSVR
200544,NL
200546,NL
200550,NL
200552,RSVR
200554,RSVR
200555,NL
200556,RSVR
200557,NL
200562,NL
200563,RSVR
200565,NL
200566,NL
200569,NL
200575,NL
200580,NL
200587,NL
200589,NL
200605,RSVR
200609,NL
200610,RSVR
200619,NL
200621,NL
200622,NL
200624,NL
200625,NL
200626,RSVR
200627,RSVR
200628,NL
200638,RSVR
200639,NL
200642,RSVR
200645,NL
200646,NL
200647,NL
200656,RSVR
200658,NL
200671,RSVR
200684,NL
200686,RSVR
200689,NL
200693,NL
200694,RSVR
200695,NL
200696,NL
200697,RSVR
200698,NL
200699,NL
200716,NL
200723,RSVR
200732,RSVR
200734,RSVR
200740,NL
200741,NL
200749,RSVR
200752,NL
200774,NL
200783,RSVR
200788,NL
200789,RSVR
200791,NL
200801,NL
200805,NL
200807,NL
200810,NL
200811,NL
200812,RSVR
200819,NL
200820,NL
200821,NL
200826,RSVR
200832,RSVR
200833,NL
200834,NL
200845,RSVR
200846,NL
200847,NL
200854,NL
200855,RSVR
200856,NL
200860,NL
200865,NL
200868,RSVR
200871,NL
200872,NL
200884,RSVR
200888,NL
200890,NL
200894,RSVR
200895,NL
200898,NL
200901,NL
200902,NL
200903,RSVR
200905,RSVR
200906,RSVR
200911,RSVR
200915,NL
200917,NL
200918,NL
200919,NL
200920,NL
200925,NL
200932,NL
200938,RSVR
200939,NL
200940,NL
200948,RSVR
200953,NL
200954,NL
200968,NL
200970,RSVR
200973,RSVR
200977,NL
200983,NL
200986,NL
200987,NL
200994,RSVR
200996,RSVR
201006,NL
201008,NL
201010,NL
201011,NL
201013,NL
201015,NL
201018,RSVR
201020,NL
201022,NL
201023,NL
201030,RSVR
201033,RSVR
201034,NL
201044,RSVR
201049,NL
201063,RSVR
201068,RSVR
201079,NL
201085,NL
201087,NL
201088,RSVR
201092,NL
201094,NL
201096,RSVR
201099,NL
201102,NL
201103,NL
201106,NL
201112,NL
201116,NL
201118,NL
201122,NL
201129,NL
201130,NL
201131,NL
201133,NL
201136,RSVR
201138,NL
201139,RSVR
201140,NL
201141,RSVR
201144,NL
201145,NL
201149,RSVR
201155,NL
201157,NL
201159,NL
201161,RSVR
201162,RSVR
201163,NL
201168,NL
201173,NL
201178,NL
201181,NL
201188,RSVR
201192,NL
201197,NL
201204,NL
201211,RSVR
201212,RSVR
201221,NL
201222,NL
201223,RSVR
201226,NL
201230,NL
201231,NL
201237,NL
201250,RSVR
201252,RSVR
201257,RSVR
201261,NL
201265,RSVR
201274,NL
201281,RSVR
201282,RSVR
201284,RSVR
201289,RSVR
201299,RSVR
201306,RSVR
201308,NL
201311,NL
201317,RSVR
201319,NL
201324,RSVR
201327,NL
201332,NL
201333,RSVR
201334,NL
201341,NL
201343,RSVR
201350,RSVR
201351,NL
201352,NL
201356,NL
201365,NL
201371,NL
201376,RSVR
201377,NL
201383,RSVR
201391,RSVR
201395,NL
201398,RSVR
201404,NL
201410,RSVR
201412,RSVR
201414,RSVR
201415,RSVR
201416,NL
201418,RSVR
201420,NL
201424,NL
201425,NL
201427,RSVR
201428,RSVR
201429,RSVR
201430,RSVR
201434,NL
201452,NL
201458,NL
201463,NL
201465,NL
201466,RSVR
201467,NL
201468,RSVR
201470,NL
201471,RSVR
201472,NL
201475,NL
201478,RSVR
201480,NL
201481,RSVR
201482,RSVR
201483,NL
201484,RSVR
201485,RSVR
201486,NL
201487,RSVR
201488,RSVR
201491,RSVR
201495,NL
201496,NL
201497,NL
201499,RSVR
201501,RSVR
201502,RSVR
201503,NL
201504,NL
201505,NL
201506,RSVR
201507,NL
201512,RSVR
201513,NL
201517,RSVR
201518,RSVR
201519,RSVR
201520,RSVR
201522,NL
201523,NL
201528,NL
201529,NL
201543,NL
201544,RSVR
201550,NL
201551,NL
201564,NL
201569,NL
201572,RSVR
201573,RSVR
201574,NL
201576,NL
201580,RSVR
201592,NL
201593,NL
201597,RSVR
201598,RSVR
201600,RSVR
201604,NL
201605,NL
201607,NL
201617,NL
201619,RSVR
201623,NL
201627,RSVR
201631,NL
201641,NL
201642,NL
201643,NL
201649,RSVR
201653,NL
201655,NL
201656,RSVR
201657,NL
201659,NL
201662,NL
201664,NL
201666,RSVR
201670,NL
201671,RSVR
201673,RSVR
201675,RSVR
201678,NL
201682,NL
201686,NL
201688,RSVR
201697,NL
201699,RSVR
201704,RSVR
201705,RSVR
201706,RSVR
201707,NL
201710,RSVR
201712,RSVR
201714,NL
201718,NL
201723,RSVR
201724,RSVR
201731,RSVR
201733,NL
201738,RSVR
201743,NL
201748,NL
201749,RSVR
201751,NL
201756,RSVR
201762,RSVR
201764,RSVR
201766,RSVR
201772,NL
201775,RSVR
201776,NL
201777,NL
201778,RSVR
201780,RSVR
201793,NL
201797,RSVR
201798,NL
201799,NL
201801,RSVR
201805,RSVR
201809,RSVR
201815,NL
201817,NL
201819,NL
201821,RSVR
201826,NL
201836,NL
201838,NL
201841,RSVR
201846,NL
201849,RSVR
201857,NL
201879,NL
201883,NL
201884,NL
201885,RSVR
201886,NL
201887,NL
201888,NL
201889,RSVR
201890,RSVR
201891,RSVR
201892,RSVR
201893,RSVR
201894,RSVR
201895,RSVR
201900,NL
201904,RSVR
201908,RSVR
201915,NL
201917,NL
201919,RSVR
201920,RSVR
201924,RSVR
201932,NL
201934,RSVR
201935,RSVR
201938,RSVR
201939,NL
201952,RSVR
201956,NL
201970,RSVR
201971,RSVR
201977,RSVR
201980,RSVR
201983,NL
201984,NL
201990,RSVR
202013,RSVR
202017,NL
202019,RSVR
202036,NL
202043,RSVR
202046,RSVR
202048,NL
202050,RSVR
202053,NL
202054,NL
202055,RSVR
202057,RSVR
202065,NL
202066,NL
202067,NL
202081,RSVR
202082,RSVR
202084,NL
202086,RSVR
202091,RSVR
202103,NL
202104,RSVR
202105,NL
202108,NL
202110,NL
202112,NL
202117,NL
202119,RSVR
202123,NL
202124,NL
202125,NL
202130,NL
202134,NL
202135,NL
202136,RSVR
202138,RSVR
202139,NL
202140,NL
202151,NL
202155,NL
202156,NL
202157,NL
202158,RSVR
202163,NL
202164,NL
202171,RSVR
202172,RSVR
202177,NL
202183,NL
202184,RSVR
202191,NL
202193,RSVR
202206,RSVR
202207,NL
202211,NL
202212,NL
202214,NL
202215,RSVR
202219,NL
202220,NL
202226,NL
202228,NL
202234,NL
202236,NL
202237,NL
202240,NL
202245,NL
202248,NL
202249,RSVR
202250,NL
202251,NL
202258,NL
202262,NL
202268,RSVR
202271,NL
202274,RSVR
202275,RSVR
202277,RSVR
202279,RSVR
202282,NL
202287,RSVR
202293,NL
202301,RSVR
202306,RSVR
202310,NL
202319,NL
202327,NL
202328,NL
202333,NL
202335,NL
202337,NL
202338,RSVR
202344,RSVR
202355,NL
202356,RSVR
202359,RSVR
202368,NL
202369,NL
202373,NL
202374,RSVR
202381,RSVR
202387,NL
202389,RSVR
202390,NL
202396,NL
202400,RSVR
202408,NL
202409,NL
202410,NL
202412,RSVR
202415,NL
202419,NL
202421,NL
202430,NL
202436,RSVR
202438,NL
202440,NL
202441,NL
202452,NL
202453,RSVR
202459,NL
202463,RSVR
202466,RSVR
202468,NL
202469,NL
202472,NL
202486,NL
202488,NL
202489,RSVR
202493,NL
202502,NL
202504,RSVR
202505,RSVR
202509,RSVR
202514,NL
202517,NL
202527,NL
202528,NL
202530,RSVR
202543,RSVR
202544,RSVR
202552,NL
202553,NL
202560,RSVR
202563,NL
202565,NL
202569,RSVR
202577,NL
202579,NL
202585,NL
202588,NL
202591,NL
202592,NL
202597,NL
202613,NL
202614,RSVR
202615,NL
202616,RSVR
202618,RSVR
202619,RSVR
202628,NL
202631,NL
202636,NL
202637,RSVR
202642,NL
202645,NL
202647,NL
202651,NL
202652,NL
202653,RSVR
202654,NL
202658,RSVR
202665,RSVR
202668,NL
202669,RSVR
202671,NL
202677,RSVR
202680,NL
202681,NL
202684,NL
202691,RSVR
202692,RSVR
202695,RSVR
202699,NL
202701,RSVR
202702,RSVR
202703,NL
202705,NL
202706,NL
202707,NL
202711,RSVR
202713,NL
202715,RSVR
202716,RSVR
202718,RSVR
202723,RSVR
202725,RSVR
202728,RSVR
202731,NL
202732,NL
202734,RSVR
202743,NL
202744,RSVR
202747,NL
202748,RSVR
202749,NL
202755,NL
202760,RSVR
202761,NL
202762,RSVR
202763,NL
202771,RSVR
202776,NL
202779,RSVR
202782,RSVR
202783,NL
202784,RSVR
202786,RSVR
202795,RSVR
202796,NL
202797,NL
202799,NL
202805,RSVR
202811,NL
202813,NL
202822,RSVR
202823,NL
202824,NL
202826,NL
202833,RSVR
202834,NL
202835,NL
202838,NL
202839,NL
202842,NL
202845,NL
202848,NL
202850,NL
202853,RSVR
202854,RSVR
202856,NL
202857,RSVR
202858,NL
202859,RSVR
202860,RSVR
202861,RSVR
202872,RSVR
202877,NL
202880,NL
202882,RSVR
202888,RSVR
202891,RSVR
202892,RSVR
202893,NL
202897,NL
202901,RSVR
202903,RSVR
202906,NL
202912,RSVR
202919,RSVR
202925,RSVR
202926,NL
202929,NL
202937,NL
202938,NL
202939,NL
202941,RSVR
202943,NL
202945,RSVR
202946,NL
202949,NL
202950,NL
202956,RSVR
202957,NL
202958,NL
202959,RSVR
202963,RSVR
202965,NL
202970,RSVR
202979,RSVR
202981,NL
202986,NL
202989,RSVR
202996,NL
202998,NL
203002,RSVR
203005,NL
203006,NL
203025,NL
203028,NL
203033,NL
203035,NL
203036,NL
203042,NL
203043,NL
203048,RSVR
203053,RSVR
203054,NL
203058,RSVR
203059,NL
203064,NL
203070,RSVR
203084,NL
203090,RSVR
203104,NL
203111,RSVR
203113,NL
203115,NL
203119,RSVR
203120,RSVR
203121,NL
203122,NL
203123,RSVR
203125,RSVR
203135,NL
203143,RSVR
203146,NL
203147,RSVR
203153,NL
203154,RSVR
203165,RSVR
203178,RSVR
203194,RSVR
203195,RSVR
203199,NL
203202,NL
203213,RSVR
203215,RSVR
203216,RSVR
203219,NL
203220,NL
203222,NL
203223,RSVR
203226,RSVR
203227,NL
203230,NL
203233,RSVR
203234,NL
203247,NL
203248,NL
203249,NL
203253,NL
203257,NL
203263,RSVR
203268,NL
203269,RSVR
203279,RSVR
203287,RSVR
203291,NL
203294,NL
203295,NL
203297,NL
203307,NL
203317,NL
203324,NL
203325,RSVR
203327,NL
203330,NL
203332,NL
203339,RSVR
203341,RSVR
203342,NL
203357,NL
203359,RSVR
203362,RSVR
203364,NL
203366,NL
203367,NL
203368,NL
203370,NL
203377,NL
203380,RSVR
203388,RSVR
203394,RSVR
203396,NL
203397,NL
203398,NL
203409,RSVR
203416,RSVR
203422,NL
203423,NL
203425,RSVR
203427,NL
203430,RSVR
203438,NL
203440,NL
203442,RSVR
203447,RSVR
203449,RSVR
203452,NL
203465,RSVR
203467,NL
203470,RSVR
203471,RSVR
203475,NL
203478,NL
203484,NL
203488,NL
203500,RSVR
203502,RSVR
203504,RSVR
203511,NL
203514,NL
203522,NL
203523,NL
203527,NL
203528,NL
203531,NL
203534,NL
203540,NL
203556,RSVR
203559,RSVR
203564,NL
203567,NL
203569,NL
203572,NL
203574,NL
203579,RSVR
203584,NL
203586,NL
203590,NL
203591,NL
203592,NL
203593,NL
203603,NL
203605,NL
203606,NL
203610,NL
203615,NL
203642,RSVR
203651,NL
203659,NL
203661,RSVR
203662,NL
203672,RSVR
203673,NL
203682,NL
203686,NL
203688,RSVR
203699,RSVR
203700,NL
203705,RSVR
203708,NL
203717,RSVR
203718,RSVR
203721,NL
203722,NL
203724,NL
203727,NL
203729,RSVR
203740,RSVR
203747,NL
203748,RSVR
203751,RSVR
203756,RSVR
203758,NL
203761,NL
203765,RSVR
203768,NL
203777,RSVR
203778,NL
203779,NL
203781,NL
203783,NL
203784,NL
203797,NL
203800,RSVR
203804,RSVR
203808,RSVR
203812,NL
203814,NL
203819,NL
203822,RSVR
203824,NL
203828,RSVR
203830,NL
203833,NL
203837,NL
203838,NL
203842,NL
203843,NL
203844,RSVR
203850,NL
203851,NL
203853,NL
203856,RSVR
203862,RSVR
203863,RSVR
203865,NL
203871,NL
203873,RSVR
203880,NL
203882,NL
203883,NL
203885,RSVR
203887,NL
203890,RSVR
203896,NL
203899,RSVR
203902,NL
203905,NL
203906,RSVR
203911,NL
203912,NL
203926,NL
203927,NL
203928,RSVR
203939,NL
203941,NL
203944,RSVR
203945,RSVR
203946,NL
203948,NL
203951,RSVR
203955,RSVR
203969,RSVR
203971,RSVR
203972,NL
203977,RSVR
203978,RSVR
203981,RSVR
203982,RSVR
203983,NL
203990,NL
203993,NL
204004,NL
204006,NL
204007,NL
204008,NL
204010,NL
204015,RSVR
204017,NL
204019,NL
204021,NL
204024,RSVR
204025,NL
204026,NL
204027,NL
204029,NL
204033,NL
204036,NL
204038,NL
204039,NL
204041,NL
204042,NL
204047,NL
204049,NL
204050,NL
204051,NL
204054,NL
204056,NL
204063,NL
204064,NL
204065,NL
204067,RSVR
204068,RSVR
204071,NL
204076,NL
204077,NL
204078,NL
204079,NL
204080,NL
204084,NL
204089,NL
204091,NL
204092,RSVR
204093,NL
204094,RSVR
204095,NL
204096,RSVR
204097,NL
204098,NL
204099,RSVR
204100,RSVR
204103,RSVR
204110,NL
204111,NL
204112,NL
204113,RSVR
204114,RSVR
204115,NL
204118,NL
204119,NL
204120,NL
204127,NL
204129,NL
204131,NL
204132,NL
204133,NL
204134,NL
204135,RSVR
204136,RSVR
204137,NL
204141,NL
204143,NL
204145,RSVR
204146,NL
204147,NL
204151,NL
204154,NL
204159,NL
204161,NL
204162,RSVR
204165,NL
204168,RSVR
204171,NL
204174,NL
204176,RSVR
204177,RSVR
204178,RSVR
204181,NL
204183,NL
204184,RSVR
204185,NL
204188,NL
204189,NL
204192,NL
204197,NL
204200,NL
204203,NL
204205,NL
204206,NL
204208,NL
204209,NL
204210,NL
204211,NL
204212,NL
204213,RSVR
204216,RSVR
204217,NL
204218,NL
204219,NL
204220,NL
204221,NL
204222,NL
204223,RSVR
204224,NL
204225,NL
204226,RSVR
204227,RSVR
204231,NL
204234,NL
204236,RSVR
204238,NL
204239,NL
204242,NL
204243,RSVR
204245,RSVR
204251,NL
204252,RSVR
204253,RSVR
204254,RSVR
204255,RSVR
204275,RSVR
204278,NL
204291,NL
204293,RSVR
204299,RSVR
204301,RSVR
204336,NL
204359,NL
204361,NL
204371,NL
204372,NL
204374,RSVR
204376,RSVR
204380,NL
204390,NL
204397,NL
204409,NL
204412,NL
204413,RSVR
204414,NL
204425,RSVR
204427,RSVR
204432,NL
204436,NL
204437,NL
204439,NL
204446,NL
204447,NL
204459,NL
204461,NL
204467,RSVR
204469,RSVR
204470,RSVR
204475,NL
204479,RSVR
204481,NL
204482,RSVR
204484,NL
204490,RSVR
204497,NL
204499,NL
204502,NL
204504,NL
204506,NL
204507,NL
204509,RSVR
204513,NL
204516,NL
204522,NL
204523,NL
204526,RSVR
204529,NL
204531,NL
204532,NL
204534,RSVR
204537,NL
204549,RSVR
204551,RSVR
204552,RSVR
204554,NL
204559,RSVR
204570,RSVR
204571,NL
204573,NL
204575,NL
204579,NL
204588,RSVR
204592,NL
204593,NL
204596,NL
204599,NL
204603,RSVR
204610,NL
204611,NL
204618,RSVR
204620,NL
204622,NL
204624,NL
204627,RSVR
204633,RSVR
204645,NL
204646,NL
204653,NL
204654,NL
204657,NL
204661,NL
204666,RSVR
204668,RSVR
204675,NL
204676,NL
204679,NL
204680,NL
204686,RSVR
204689,NL
204692,NL
204695,NL
204701,RSVR
204702,NL
204703,RSVR
204716,NL
204719,NL
204728,NL
204730,NL
204735,NL
204752,NL
204756,NL
204760,NL
204761,RSVR
204766,RSVR
204770,NL
204771,NL
204772,NL
204773,NL
204782,RSVR
204784,NL
204793,RSVR
204796,NL
204797,NL
204798,NL
204801,NL
204810,NL
204813,NL
204817,NL
204818,RSVR
204827,NL
204828,NL
204829,NL
204830,NL
204832,NL
204838,NL
204843,NL
204845,NL
204850,NL
204860,NL
204861,NL
204862,RSVR
204864,NL
204866,NL
204867,NL
204876,RSVR
204877,RSVR
204879,NL
204880,NL
204883,RSVR
204884,RSVR
204886,RSVR
204887,RSVR
204895,NL
204896,RSVR
204897,RSVR
204902,NL
204903,NL
204906,RSVR
204907,RSVR
204909,RSVR
204911,NL
204912,RSVR
204915,NL
204918,RSVR
204922,NL
204926,NL
204930,NL
204933,NL
204937,RSVR
204940,RSVR
204943,NL
204946,RSVR
204947,RSVR
204948,RSVR
204949,RSVR
204951,NL
204953,NL
204955,NL
204956,NL
204967,RSVR
204973,NL
204974,NL
204976,NL
204979,NL
204980,NL
204984,NL
204986,NL
204988,RSVR
204991,NL
204995,NL
204996,NL
204998,NL
204999,NL
205000,NL
205005,NL
205008,NL
205013,RSVR
205014,NL
205015,RSVR
205016,RSVR
205017,NL
205019,NL
205023,NL
205030,NL
205031,NL
205032,NL
205034,NL
205036,RSVR
205037,NL
205041,RSVR
205049,RSVR
205056,NL
205057,NL
205058,NL
205059,RSVR
205061,RSVR
205063,NL
205064,NL
205066,RSVR
205067,NL
205074,NL
205079,NL
205080,NL
205081,NL
205082,NL
205083,NL
205086,RSVR
205087,RSVR
205090,NL
205093,NL
205097,RSVR
205099,NL
205106,NL
205107,RSVR
205108,NL
205113,NL
205117,RSVR
205118,NL
205122,RSVR
205125,NL
205126,NL
205127,RSVR
205128,NL
205129,NL
205132,NL
205141,NL
205143,RSVR
205144,NL
205145,NL
205147,RSVR
205150,NL
205154,NL
205155,NL
205157,NL
205160,NL
205162,NL
205167,RSVR
205174,NL
205176,RSVR
205177,RSVR
205179,NL
205180,NL
205182,RSVR
205183,RSVR
205185,NL
205186,NL
205190,NL
205192,NL
205193,NL
205196,NL
205197,RSVR
205200,RSVR
205209,RSVR
205210,NL
205212,NL
205213,NL
205214,NL
205216,RSVR
205217,NL
205219,RSVR
205220,RSVR
205221,NL
205222,NL
205223,NL
205224,NL
205229,NL
205230,NL
205233,NL
205234,NL
205235,RSVR
205236,NL
205241,NL
205244,NL
205245,RSVR
205246,RSVR
205251,NL
205253,NL
205254,NL
205256,NL
205257,NL
205258,NL
205259,NL
205260,RSVR
205262,NL
205267,NL
205270,NL
205275,NL
205277,NL
205278,RSVR
205279,RSVR
205282,RSVR
205284,RSVR
205287,NL
205288,NL
205290,NL
205292,NL
205293,RSVR
205297,RSVR
205298,NL
205299,NL
205300,NL
205301,NL
205305,NL
205307,NL
205308,NL
205309,NL
205310,NL
205313,NL
205314,NL
205315,NL
205316,NL
205317,NL
205318,RSVR
205322,NL
205324,NL
205326,NL
205327,NL
205329,NL
205333,NL
205337,NL
205339,NL
205340,NL
205341,RSVR
205342,NL
205346,NL
205347,RSVR
205352,NL
205355,RSVR
205356,RSVR
205357,RSVR
205358,RSVR
205359,RSVR
205360,NL
205361,NL
205362,RSVR
205363,RSVR
205364,RSVR
205367,NL
205373,RSVR
205380,RSVR
205383,NL
205395,RSVR
205410,RSVR
205413,RSVR
205424,RSVR
205425,NL
205434,RSVR
205437,RSVR
205440,RSVR
205441,NL
205442,NL
205450,NL
205452,NL
205459,RSVR
205460,RSVR
205462,RSVR
205463,RSVR
205465,RSVR
205471,NL
205472,NL
205478,NL
205484,RSVR
205493,NL
205496,NL
205498,RSVR
205499,NL
205506,NL
205509,NL
205510,NL
205511,NL
205513,NL
205517,NL
205520,NL
205521,NL
205522,NL
205523,NL
205528,NL
205535,NL
205538,NL
205539,RSVR
205540,RSVR
205543,RSVR
205546,NL
205548,NL
205552,NL
205555,NL
205556,RSVR
205560,NL
205570,NL
205583,NL
205588,NL
205589,NL
205590,RSVR
205594,NL
205595,NL
205605,RSVR
205608,NL
205610,RSVR
205611,NL
205613,NL
205615,RSVR
205617,NL
205620,RSVR
205622,RSVR
205623,NL
205624,RSVR
205634,NL
205635,NL
205636,NL
205638,NL
205642,RSVR
205682,NL
205689,NL
205693,NL
205694,RSVR
205701,NL
205707,RSVR
205709,NL
205710,NL
205716,RSVR
205721,RSVR
205726,RSVR
205734,RSVR
205738,RSVR
205752,RSVR
205759,NL
205760,NL
205761,NL
205766,NL
205769,RSVR
205770,NL
205776,RSVR
205778,NL
205783,NL
205784,NL
205785,NL
205786,NL
205789,NL
205809,RSVR
205819,NL
