lagoslakeid,lake_rsvr_class
120372,RSVR
120374,NL
120378,RSVR
120379,RSVR
120380,RSVR
120382,RSVR
120385,RSVR
120386,RSVR
120387,NL
120391,RSVR
120396,RSVR
120398,NL
120402,NL
120403,RSVR
120404,RSVR
120407,NL
120408,NL
120410,RSVR
120411,RSVR
120413,NL
120414,NL
120416,NL
120417,RSVR
120427,NL
120433,NL
120441,NL
120444,RSVR
120445,NL
120446,NL
120447,NL
120451,NL
120453,NL
120454,NL
120456,NL
120457,NL
120458,NL
120459,NL
120460,RSVR
120463,NL
120469,NL
120471,NL
120475,NL
120476,RSVR
120477,RSVR
120479,NL
120481,NL
120485,NL
120487,NL
120488,NL
120489,RSVR
120490,RSVR
120492,NL
120493,NL
120496,RSVR
120498,NL
120499,RSVR
120504,NL
120505,NL
120506,NL
120507,RSVR
120508,NL
120509,NL
120510,NL
120512,NL
120514,NL
120518,NL
120520,RSVR
120523,NL
120527,NL
120528,NL
120529,NL
120530,NL
120534,NL
120535,NL
120537,RSVR
120552,NL
120560,NL
120561,NL
120567,NL
120571,NL
120572,NL
120574,NL
120575,RSVR
120577,NL
120578,RSVR
120580,NL
120581,NL
120582,RSVR
120584,NL
120587,RSVR
120593,RSVR
120594,RSVR
120595,RSVR
120597,RSVR
120598,NL
120599,NL
120600,NL
120603,RSVR
120606,NL
120608,RSVR
120620,RSVR
120630,NL
120631,NL
120632,RSVR
120636,RSVR
120637,NL
120641,NL
120649,NL
120652,NL
120655,RSVR
120669,NL
120677,RSVR
120694,RSVR
120696,RSVR
120700,NL
120705,RSVR
120724,RSVR
120734,NL
120739,NL
120740,NL
120745,NL
120747,RSVR
120749,NL
120750,RSVR
120765,NL
120768,RSVR
120769,NL
120773,RSVR
120775,RSVR
120776,NL
120777,NL
120781,NL
120782,NL
120787,NL
120790,NL
120792,NL
120793,NL
120795,RSVR
120796,NL
120798,RSVR
120800,NL
120806,NL
120807,RSVR
120808,NL
120812,NL
120815,RSVR
120818,NL
120822,RSVR
120824,NL
120826,RSVR
120828,NL
120830,RSVR
120832,NL
120834,RSVR
120835,NL
120838,NL
120839,NL
120843,NL
120844,RSVR
120851,NL
120852,NL
120853,NL
120861,NL
120862,RSVR
120864,NL
120866,NL
120867,NL
120869,RSVR
120870,RSVR
120872,NL
120873,NL
120874,NL
120875,NL
120876,NL
120877,NL
120878,RSVR
120880,RSVR
120882,NL
120884,NL
120885,NL
120888,NL
120889,NL
120891,NL
120893,NL
120899,NL
120900,NL
120901,NL
120902,NL
120905,NL
120907,NL
120911,NL
120913,RSVR
120914,NL
120922,NL
120923,NL
120935,NL
120936,NL
120939,NL
120943,NL
120944,RSVR
120945,NL
120946,NL
120949,NL
120951,RSVR
120955,RSVR
120959,NL
120969,NL
120973,RSVR
120975,NL
120979,RSVR
120987,RSVR
120989,RSVR
120995,NL
120997,RSVR
121001,RSVR
121002,NL
121004,RSVR
121014,RSVR
121016,RSVR
121017,RSVR
121019,RSVR
121028,NL
121029,RSVR
121034,RSVR
121042,RSVR
121047,RSVR
121048,RSVR
121050,NL
121057,RSVR
121060,NL
121063,RSVR
121064,NL
121069,RSVR
121071,NL
121076,NL
121080,RSVR
121081,RSVR
121083,RSVR
121086,RSVR
121089,RSVR
121091,RSVR
121093,RSVR
121102,NL
121103,NL
121112,NL
121115,NL
121120,RSVR
121126,NL
121128,NL
121129,NL
121131,NL
121133,NL
121136,NL
121137,NL
121139,NL
121140,RSVR
121141,RSVR
121142,NL
121143,RSVR
121144,RSVR
121146,NL
121149,NL
121151,NL
121155,NL
121158,NL
121159,NL
121160,NL
121161,NL
121162,NL
121163,NL
121164,RSVR
121165,NL
121167,NL
121170,RSVR
121171,NL
121172,RSVR
121175,RSVR
121179,NL
121180,RSVR
121181,NL
121188,NL
121189,RSVR
121196,NL
121197,RSVR
121200,RSVR
121201,NL
121202,NL
121207,NL
121215,RSVR
121216,RSVR
121218,NL
121221,RSVR
121224,NL
121226,RSVR
121229,NL
121231,RSVR
121233,RSVR
121234,NL
121236,RSVR
121243,NL
121249,RSVR
121250,RSVR
121264,RSVR
121269,RSVR
121271,RSVR
121273,RSVR
121288,RSVR
121297,NL
121301,RSVR
121303,NL
121304,RSVR
121305,NL
121306,NL
121307,NL
121308,NL
121310,NL
121311,NL
121313,RSVR
121318,RSVR
121319,NL
121321,RSVR
121323,NL
121325,RSVR
121326,NL
121331,NL
121338,RSVR
121341,NL
121347,NL
121349,RSVR
121360,RSVR
121361,NL
121364,RSVR
121366,RSVR
121369,NL
121370,NL
121371,NL
121373,NL
121377,NL
121378,NL
121379,NL
121380,NL
121387,NL
121388,NL
121392,NL
121397,RSVR
121398,RSVR
121400,RSVR
121403,NL
121411,RSVR
121414,RSVR
121417,RSVR
121419,NL
121423,NL
121424,NL
121434,RSVR
121436,NL
121439,NL
121441,RSVR
121448,RSVR
121453,RSVR
121456,RSVR
121457,NL
121461,RSVR
121465,RSVR
121466,NL
121468,NL
121469,RSVR
121474,RSVR
121478,NL
121481,NL
121482,RSVR
121487,NL
121496,RSVR
121498,NL
121505,RSVR
121507,NL
121508,NL
121513,NL
121515,NL
121516,NL
121518,NL
121520,RSVR
121521,RSVR
121524,RSVR
121525,RSVR
121526,RSVR
121529,NL
121530,NL
121531,RSVR
121538,NL
121540,NL
121546,NL
121553,NL
121556,NL
121559,RSVR
121560,NL
121568,NL
121574,RSVR
121583,NL
121584,NL
121589,NL
121590,RSVR
121593,NL
121594,RSVR
121596,RSVR
121597,NL
121598,NL
121600,NL
121602,NL
121606,RSVR
121607,NL
121611,NL
121617,NL
121618,RSVR
121621,NL
121622,RSVR
121625,NL
121628,RSVR
121629,NL
121630,NL
121631,NL
121634,RSVR
121635,NL
121637,NL
121641,NL
121645,RSVR
121649,NL
121652,NL
121655,NL
121658,NL
121659,NL
121665,NL
121666,NL
121671,NL
121672,NL
121676,RSVR
121694,RSVR
121696,NL
121698,RSVR
121708,RSVR
121715,NL
121716,RSVR
121718,NL
121719,NL
121721,RSVR
121725,RSVR
121728,NL
121734,RSVR
121735,RSVR
121737,RSVR
121743,RSVR
121754,RSVR
121767,RSVR
121786,NL
121794,NL
121795,NL
121797,NL
121799,NL
121802,NL
121813,RSVR
121814,NL
121829,NL
121832,RSVR
121841,NL
121843,NL
121844,RSVR
121848,RSVR
121851,NL
121852,NL
121856,NL
121858,RSVR
121859,NL
121861,NL
121862,RSVR
121866,RSVR
121869,NL
121870,NL
121872,NL
121874,NL
121877,RSVR
121883,NL
121887,RSVR
121888,NL
121892,NL
121893,NL
121895,RSVR
121897,NL
121901,NL
121905,NL
121907,NL
121909,NL
121911,NL
121914,NL
121919,NL
121921,NL
121922,NL
121924,NL
121926,NL
121929,NL
121930,NL
121932,NL
121933,RSVR
121935,NL
121936,NL
121938,NL
121943,RSVR
121944,NL
121952,NL
121954,NL
121956,NL
121957,NL
121958,NL
121959,NL
121960,NL
121962,NL
121966,RSVR
121967,NL
121969,NL
121972,NL
121973,RSVR
121975,RSVR
121977,NL
121978,NL
121982,NL
121985,RSVR
121991,RSVR
121992,NL
121995,RSVR
121997,NL
121999,NL
122001,NL
122006,NL
122012,RSVR
122016,NL
122018,NL
122019,NL
122020,NL
122025,RSVR
122029,RSVR
122032,RSVR
122035,NL
122039,RSVR
122052,RSVR
122053,NL
122057,NL
122068,RSVR
122070,RSVR
122072,NL
122077,RSVR
122087,NL
122096,NL
122102,NL
122110,NL
122136,RSVR
122138,RSVR
122140,RSVR
122142,RSVR
122144,RSVR
122145,RSVR
122147,RSVR
122150,NL
122156,RSVR
122158,RSVR
122162,RSVR
122163,RSVR
122165,RSVR
122177,NL
122185,RSVR
122187,NL
122188,NL
122189,RSVR
122191,NL
122192,RSVR
122193,NL
122194,NL
122196,NL
122199,NL
122201,RSVR
122203,RSVR
122206,NL
122207,NL
122209,NL
122212,NL
122214,NL
122215,NL
122216,NL
122217,NL
122218,NL
122219,NL
122220,RSVR
122226,NL
122230,RSVR
122231,NL
122235,NL
122236,NL
122237,RSVR
122238,RSVR
122239,RSVR
122242,NL
122244,NL
122253,RSVR
122255,RSVR
122262,RSVR
122266,RSVR
122278,RSVR
122279,RSVR
122282,NL
122286,RSVR
122292,RSVR
122295,NL
122309,NL
122324,RSVR
122331,RSVR
122335,NL
122343,NL
122350,NL
122351,NL
122354,RSVR
122361,NL
122366,NL
122368,NL
122369,RSVR
122372,RSVR
122381,NL
122382,RSVR
122385,RSVR
122386,RSVR
122388,RSVR
122389,RSVR
122392,RSVR
122397,RSVR
122399,RSVR
122401,NL
122406,RSVR
122409,RSVR
122410,NL
122411,RSVR
122417,NL
122419,RSVR
122420,NL
122421,NL
122422,RSVR
122427,RSVR
122428,NL
122429,RSVR
122430,RSVR
122434,NL
122435,NL
122437,RSVR
122442,RSVR
122444,NL
122445,RSVR
122446,RSVR
122448,NL
122449,RSVR
122456,RSVR
122457,NL
122458,NL
122462,NL
122464,NL
122465,NL
122472,NL
122475,NL
122477,NL
122482,NL
122486,RSVR
122493,NL
122498,NL
122499,RSVR
122500,RSVR
122501,RSVR
122504,NL
122508,RSVR
122510,RSVR
122512,RSVR
122514,NL
122515,RSVR
122516,NL
122517,RSVR
122518,NL
122519,NL
122522,RSVR
122523,NL
122529,NL
122531,NL
122533,RSVR
122534,RSVR
122535,RSVR
122536,NL
122540,NL
122541,NL
122547,NL
122548,RSVR
122549,RSVR
122558,RSVR
122559,RSVR
122560,NL
122561,RSVR
122563,NL
122564,NL
122566,NL
122567,RSVR
122569,RSVR
122570,NL
122572,NL
122577,NL
122578,RSVR
122579,NL
122582,NL
122585,NL
122587,NL
122588,RSVR
122590,NL
122593,NL
122599,NL
122601,NL
122607,RSVR
122612,RSVR
122616,NL
122618,NL
122619,NL
122621,NL
122626,NL
122627,RSVR
122629,NL
122635,NL
122639,RSVR
122640,RSVR
122642,RSVR
122643,RSVR
122645,NL
122646,RSVR
122647,RSVR
122648,NL
122650,NL
122656,RSVR
122657,NL
122661,RSVR
122665,RSVR
122669,NL
122672,NL
122674,NL
122676,NL
122679,NL
122680,RSVR
122683,RSVR
122684,NL
122688,NL
122690,NL
122694,RSVR
122697,RSVR
122705,RSVR
122706,NL
122716,RSVR
122720,NL
122722,RSVR
122727,NL
122734,RSVR
122738,NL
122741,RSVR
122743,NL
122744,RSVR
122745,NL
122747,RSVR
122749,NL
122752,NL
122753,RSVR
122754,NL
122758,NL
122759,NL
122760,RSVR
122765,NL
122766,RSVR
122772,NL
122774,RSVR
122776,RSVR
122786,RSVR
122787,NL
122799,RSVR
122805,RSVR
122808,RSVR
122812,NL
122814,NL
122817,NL
122823,RSVR
122835,RSVR
122844,RSVR
122845,RSVR
122853,RSVR
122864,RSVR
122866,RSVR
122867,RSVR
122872,NL
122874,NL
122875,NL
122876,RSVR
122877,RSVR
122878,NL
122879,NL
122882,RSVR
122886,NL
122890,RSVR
122891,NL
122895,NL
122898,RSVR
122900,NL
122903,NL
122904,RSVR
122905,RSVR
122907,NL
122912,NL
122915,NL
122917,NL
122921,NL
122923,RSVR
122924,NL
122933,NL
122935,NL
122937,RSVR
122938,NL
122939,RSVR
122940,NL
122941,RSVR
122942,NL
122944,NL
122945,RSVR
122946,NL
122952,NL
122953,NL
122954,NL
122955,NL
122956,NL
122957,NL
122958,NL
122959,NL
122960,NL
122961,RSVR
122962,RSVR
122967,NL
122973,RSVR
122977,NL
122979,NL
122980,NL
122981,NL
122983,NL
122985,NL
122987,NL
122990,NL
122993,NL
122996,NL
122997,NL
122999,NL
123001,RSVR
123002,NL
123003,RSVR
123004,NL
123005,NL
123006,NL
123017,NL
123021,NL
123023,NL
123024,NL
123032,RSVR
123033,RSVR
123039,NL
123041,RSVR
123044,NL
123048,RSVR
123050,RSVR
123054,RSVR
123055,RSVR
123082,RSVR
123088,NL
123091,NL
123092,RSVR
123098,RSVR
123099,NL
123102,RSVR
123106,RSVR
123109,RSVR
123110,NL
123115,NL
123116,NL
123118,NL
123119,NL
123120,RSVR
123122,RSVR
123125,NL
123130,NL
123133,RSVR
123158,RSVR
123164,NL
123189,RSVR
123192,RSVR
123193,NL
123197,NL
123210,RSVR
123211,RSVR
123212,RSVR
123213,NL
123216,RSVR
123217,NL
123219,NL
123223,NL
123227,NL
123230,NL
123231,NL
123232,NL
123234,NL
123236,NL
123240,NL
123241,NL
123243,NL
123244,NL
123247,NL
123249,NL
123251,NL
123252,NL
123253,NL
123258,NL
123261,RSVR
123262,NL
123264,RSVR
123267,RSVR
123270,NL
123271,RSVR
123274,NL
123279,NL
123281,RSVR
123282,NL
123283,NL
123296,RSVR
123299,RSVR
123305,RSVR
123308,NL
123309,RSVR
123312,RSVR
123314,RSVR
123325,RSVR
123328,RSVR
123337,RSVR
123339,NL
123348,NL
123353,RSVR
123355,NL
123358,NL
123373,NL
123376,NL
123377,NL
123380,NL
123381,NL
123382,NL
123383,RSVR
123384,RSVR
123385,RSVR
123386,NL
123390,RSVR
123391,RSVR
123395,RSVR
123396,NL
123397,NL
123400,NL
123401,NL
123405,NL
123410,NL
123411,NL
123418,NL
123420,RSVR
123421,RSVR
123422,NL
123425,RSVR
123427,RSVR
123428,NL
123438,RSVR
123439,RSVR
123440,NL
123444,RSVR
123445,RSVR
123450,RSVR
123455,RSVR
123458,RSVR
123462,RSVR
123464,NL
123470,NL
123471,RSVR
123474,RSVR
123479,RSVR
123482,RSVR
123483,NL
123484,RSVR
123486,NL
123491,NL
123493,NL
123495,RSVR
123496,RSVR
123497,NL
123501,RSVR
123502,RSVR
123505,NL
123511,RSVR
123515,NL
123518,RSVR
123519,NL
123521,NL
123524,NL
123526,RSVR
123528,RSVR
123529,RSVR
123530,NL
123533,RSVR
123534,RSVR
123537,RSVR
123543,NL
123545,RSVR
123547,NL
123548,RSVR
123553,RSVR
123554,NL
123556,RSVR
123559,RSVR
123560,RSVR
123561,NL
123565,RSVR
123569,RSVR
123570,RSVR
123574,RSVR
123576,NL
123580,NL
123583,RSVR
123586,NL
123588,RSVR
123591,NL
123592,NL
123596,NL
123602,NL
123605,RSVR
123606,NL
123607,RSVR
123608,NL
123609,RSVR
123614,NL
123615,NL
123616,RSVR
123618,NL
123620,NL
123621,NL
123622,NL
123629,NL
123632,NL
123634,NL
123638,RSVR
123650,RSVR
123652,NL
123653,RSVR
123654,RSVR
123655,NL
123659,NL
123662,NL
123666,NL
123667,NL
123672,NL
123673,RSVR
123679,NL
123681,RSVR
123683,RSVR
123684,NL
123686,NL
123688,NL
123693,NL
123700,NL
123701,RSVR
123703,NL
123705,RSVR
123706,NL
123708,NL
123711,NL
123712,NL
123714,NL
123715,NL
123717,RSVR
123718,RSVR
123725,NL
123726,NL
123727,NL
123728,NL
123731,NL
123734,NL
123735,NL
123736,NL
123740,NL
123745,NL
123746,NL
123748,RSVR
123750,NL
123753,NL
123754,RSVR
123757,NL
123759,NL
123760,RSVR
123761,NL
123762,NL
123765,NL
123769,NL
123771,RSVR
123773,NL
123782,NL
123784,NL
123788,RSVR
123790,NL
123791,RSVR
123795,NL
123796,NL
123799,RSVR
123804,RSVR
123805,NL
123806,RSVR
123809,RSVR
123810,NL
123811,RSVR
123813,NL
123816,RSVR
123821,NL
123825,NL
123835,RSVR
123842,RSVR
123843,NL
123853,NL
123862,RSVR
123864,RSVR
123866,NL
123871,NL
123884,RSVR
123886,RSVR
123887,RSVR
123888,NL
123924,NL
123925,RSVR
123929,NL
123932,RSVR
123940,NL
123945,NL
123948,NL
123950,RSVR
123951,RSVR
123955,NL
123959,RSVR
123962,RSVR
123967,NL
123968,NL
123969,NL
123970,NL
123972,NL
123973,RSVR
123974,NL
123978,RSVR
123980,NL
123981,NL
123982,NL
123983,NL
123985,NL
123986,NL
123988,NL
123990,RSVR
123993,NL
123995,NL
123996,RSVR
124000,RSVR
124003,NL
124007,RSVR
124009,NL
124011,NL
124012,NL
124013,NL
124014,NL
124017,NL
124018,NL
124026,NL
124027,NL
124029,NL
124030,RSVR
124031,NL
124032,NL
124033,NL
124036,NL
124037,NL
124039,RSVR
124040,NL
124041,NL
124045,NL
124046,RSVR
124047,NL
124049,NL
124051,NL
124053,NL
124054,NL
124055,NL
124059,NL
124060,RSVR
124062,NL
124063,NL
124064,NL
124065,NL
124068,NL
124069,NL
124070,NL
124072,NL
124073,NL
124074,NL
124075,NL
124079,NL
124080,NL
124081,NL
124084,NL
124088,NL
124089,NL
124092,RSVR
124096,NL
124097,NL
124099,RSVR
124100,NL
124101,NL
124102,NL
124103,RSVR
124104,NL
124106,RSVR
124108,NL
124110,NL
124111,RSVR
124112,RSVR
124113,NL
124115,RSVR
124119,RSVR
124122,NL
124123,NL
124124,NL
124126,RSVR
124128,RSVR
124136,RSVR
124149,RSVR
124154,NL
124171,RSVR
124175,RSVR
124185,RSVR
124187,NL
124191,RSVR
124195,RSVR
124210,RSVR
124224,RSVR
124237,RSVR
124239,NL
124242,RSVR
124244,RSVR
124247,RSVR
124252,NL
124253,NL
124258,RSVR
124259,NL
124260,NL
124277,RSVR
124284,NL
124289,NL
124290,NL
124291,NL
124293,NL
124294,NL
124296,NL
124302,NL
124305,NL
124306,NL
124309,NL
124313,NL
124315,NL
124323,RSVR
124324,NL
124325,RSVR
124326,NL
124328,RSVR
124329,NL
124333,NL
124334,NL
124335,NL
124337,RSVR
124338,NL
124340,RSVR
124343,NL
124345,NL
124346,NL
124347,RSVR
124348,RSVR
124351,NL
124352,NL
124354,NL
124355,NL
124357,NL
124359,RSVR
124365,NL
124384,RSVR
124385,RSVR
124392,RSVR
124396,RSVR
124399,RSVR
124402,RSVR
124421,NL
124425,RSVR
124426,NL
124437,NL
124440,NL
124442,NL
124444,NL
124446,RSVR
124448,NL
124451,NL
124452,NL
124456,RSVR
124460,NL
124462,RSVR
124465,NL
124466,NL
124469,RSVR
124472,RSVR
124476,RSVR
124480,RSVR
124482,NL
124484,NL
124486,RSVR
124489,RSVR
124492,RSVR
124493,RSVR
124494,RSVR
124499,NL
124504,NL
124506,RSVR
124508,NL
124510,RSVR
124512,NL
124516,NL
124518,RSVR
124520,NL
124521,RSVR
124524,RSVR
124528,RSVR
124531,NL
124537,RSVR
124542,RSVR
124548,RSVR
124552,NL
124562,NL
124563,RSVR
124566,RSVR
124568,NL
124577,RSVR
124580,NL
124585,RSVR
124591,NL
124597,RSVR
124598,RSVR
124599,RSVR
124600,RSVR
124602,RSVR
124605,NL
124607,RSVR
124611,RSVR
124618,RSVR
124619,RSVR
124620,NL
124621,RSVR
124623,NL
124624,NL
124625,NL
124629,NL
124631,NL
124637,RSVR
124638,RSVR
124646,RSVR
124647,RSVR
124649,NL
124651,NL
124654,RSVR
124657,RSVR
124658,RSVR
124661,NL
124663,NL
124664,NL
124666,RSVR
124667,RSVR
124670,RSVR
124672,RSVR
124673,RSVR
124678,NL
124685,NL
124686,RSVR
124690,NL
124692,NL
124694,RSVR
124695,RSVR
124696,NL
124698,NL
124700,NL
124701,NL
124703,NL
124709,NL
124711,NL
124712,RSVR
124713,NL
124714,NL
124715,NL
124719,NL
124721,NL
124722,NL
124723,NL
124724,RSVR
124725,NL
124726,RSVR
124727,RSVR
124731,NL
124732,NL
124737,NL
124738,NL
124740,NL
124742,NL
124747,RSVR
124748,NL
124751,NL
124756,NL
124761,RSVR
124769,NL
124770,RSVR
124771,NL
124772,RSVR
124773,NL
124777,NL
124778,RSVR
124779,NL
124781,NL
124783,NL
124786,NL
124787,NL
124790,NL
124791,RSVR
124793,NL
124795,NL
124798,RSVR
124799,NL
124800,RSVR
124801,NL
124809,NL
124812,NL
124816,NL
124819,NL
124823,NL
124840,NL
124847,RSVR
124850,RSVR
124857,NL
124860,NL
124863,NL
124866,NL
124874,NL
124876,RSVR
124901,RSVR
124909,RSVR
124916,RSVR
124919,RSVR
124921,RSVR
124923,RSVR
124932,RSVR
124940,RSVR
124944,NL
124945,RSVR
124947,RSVR
124948,NL
124957,NL
124959,NL
124964,RSVR
124965,NL
124967,RSVR
124971,NL
124973,RSVR
124978,NL
124988,NL
124993,NL
125001,NL
125004,RSVR
125005,RSVR
125009,RSVR
125011,NL
125013,RSVR
125016,NL
125019,NL
125023,NL
125026,NL
125029,NL
125030,NL
125033,NL
125036,NL
125039,NL
125041,NL
125043,NL
125049,NL
125055,RSVR
125058,NL
125059,NL
125060,NL
125063,NL
125067,NL
125068,NL
125070,NL
125073,NL
125079,NL
125081,RSVR
125082,NL
125083,NL
125084,RSVR
125087,NL
125088,NL
125089,NL
125090,NL
125091,NL
125092,NL
125093,NL
125096,RSVR
125097,NL
125098,NL
125102,NL
125104,NL
125105,NL
125106,NL
125108,NL
125110,NL
125112,NL
125114,NL
125115,NL
125119,NL
125121,RSVR
125122,NL
125124,NL
125125,RSVR
125129,RSVR
125131,NL
125133,NL
125135,NL
125136,NL
125137,NL
125139,NL
125140,NL
125142,RSVR
125143,NL
125146,NL
125148,NL
125152,NL
125158,NL
125165,NL
125167,RSVR
125169,NL
125170,NL
125173,RSVR
125174,RSVR
125178,NL
125179,NL
125183,NL
125184,NL
125186,NL
125188,NL
125197,RSVR
125202,RSVR
125203,NL
125204,RSVR
125210,NL
125212,RSVR
125221,RSVR
125222,NL
125232,RSVR
125236,RSVR
125242,RSVR
125251,RSVR
125254,RSVR
125258,RSVR
125264,NL
125272,NL
125273,RSVR
125281,RSVR
125288,RSVR
125291,NL
125292,NL
125295,RSVR
125312,RSVR
125319,RSVR
125324,NL
125326,NL
125327,RSVR
125328,NL
125336,RSVR
125339,RSVR
125341,NL
125343,NL
125344,NL
125347,NL
125350,NL
125357,NL
125359,NL
125361,NL
125363,NL
125365,NL
125366,NL
125369,NL
125370,NL
125374,NL
125375,NL
125377,NL
125381,NL
125382,NL
125383,NL
125384,NL
125387,NL
125390,NL
125391,NL
125392,RSVR
125393,NL
125394,NL
125395,NL
125398,NL
125399,NL
125400,NL
125401,RSVR
125407,NL
125408,NL
125409,NL
125415,NL
125416,RSVR
125419,RSVR
125427,NL
125428,RSVR
125438,RSVR
125443,RSVR
125451,RSVR
125465,RSVR
125467,RSVR
125469,RSVR
125484,RSVR
125488,NL
125490,RSVR
125499,NL
125502,NL
125503,NL
125507,NL
125510,NL
125512,NL
125514,NL
125515,NL
125516,NL
125522,NL
125524,NL
125525,NL
125526,NL
125527,NL
125528,NL
125536,RSVR
125537,NL
125538,NL
125542,RSVR
125545,NL
125548,RSVR
125552,RSVR
125554,RSVR
125555,RSVR
125559,NL
125560,RSVR
125564,NL
125572,RSVR
125573,NL
125582,RSVR
125583,NL
125585,RSVR
125587,NL
125589,RSVR
125592,NL
125596,RSVR
125598,NL
125600,RSVR
125601,NL
125602,NL
125603,RSVR
125607,NL
125612,NL
125615,RSVR
125618,RSVR
125619,RSVR
125620,RSVR
125621,NL
125622,RSVR
125623,NL
125627,NL
125630,NL
125631,RSVR
125632,RSVR
125633,NL
125638,RSVR
125640,RSVR
125646,NL
125650,RSVR
125652,RSVR
125662,NL
125664,RSVR
125666,NL
125670,RSVR
125671,RSVR
125674,RSVR
125679,NL
125682,NL
125685,NL
125690,NL
125691,RSVR
125703,RSVR
125706,RSVR
125716,RSVR
125717,RSVR
125723,NL
125727,RSVR
125728,RSVR
125730,NL
125736,RSVR
125738,NL
125741,NL
125743,RSVR
125744,RSVR
125748,RSVR
125753,NL
125757,RSVR
125759,RSVR
125761,NL
125762,NL
125765,NL
125768,RSVR
125769,RSVR
125770,NL
125771,NL
125773,RSVR
125775,NL
125780,NL
125782,NL
125783,RSVR
125784,NL
125785,NL
125788,NL
125791,RSVR
125792,NL
125793,NL
125795,NL
125796,NL
125797,NL
125798,RSVR
125800,NL
125802,NL
125803,NL
125814,NL
125815,RSVR
125819,RSVR
125820,RSVR
125823,RSVR
125824,NL
